"subject","subjectType","predicate","object","objectType","sourceDoc","sourceSection","sourcePage","sourceQuote","qualifiers","confidence"
"Claim::gundremmingen_bc_over_10_twh","Claim","ABOUT","Gundremmingen B","Facility","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","11","Gundremmingen B und C","{""normalizedKey"":""Claim::gundremmingen_bc_over_10_twh"",""relevance"":""supporting""}","high"
"Claim::gundremmingen_bc_over_10_twh","Claim","ABOUT","Gundremmingen C","Facility","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","11","Gundremmingen B und C","{""normalizedKey"":""Claim::gundremmingen_bc_over_10_twh"",""relevance"":""supporting""}","high"
"Claim::gundremmingen_bc_over_10_twh","Claim","HAS_VALUE","QuantityValue::gundremmingen_annual_production_over_10_TWh","QuantityValue","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","11","über 10 TWh","{""normalizedKey"":""Claim::gundremmingen_bc_over_10_twh""}","high"
"QuantityValue::gundremmingen_annual_production_over_10_TWh","QuantityValue","HAS_UNIT","TWh","Unit","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","11","über 10 TWh","{""normalizedKey"":""QuantityValue::gundremmingen_annual_production_over_10_TWh"",""textValue"":""über 10"",""unit"":""TWh"",""type"":""annual_electricity_production"",""approx"":true}","high"

"Claim::isar2_1400_mw","Claim","SUPPORTED_BY","II Das Generationenschema der Kernreaktoranlagen","Section","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","11","der in Abb. 5 dargestellte 1.400 MW Konvoi-Block Isar-2","{""normalizedKey"":""Claim::isar2_1400_mw"",""relevance"":""core""}","high"
"Claim::isar2_1400_mw","Claim","ABOUT","Kernkraftwerk Isar-2","Facility","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","11","Konvoi-Block Isar-2","{""normalizedKey"":""Claim::isar2_1400_mw"",""relevance"":""core""}","high"
"Kernkraftwerk Isar-2","Facility","LOCATED_IN","Landshut, Niederbayern","Place","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","12","bei Landshut, Niederbayern","{""normalizedKey"":""Facility::Kernkraftwerk Isar-2""}","high"
"Claim::isar2_1400_mw","Claim","HAS_VALUE","QuantityValue::isar2_block_power_1400_MW","QuantityValue","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","11","1.400 MW Konvoi-Block Isar-2","{""normalizedKey"":""Claim::isar2_1400_mw""}","high"
"QuantityValue::isar2_block_power_1400_MW","QuantityValue","HAS_UNIT","MW","Unit","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","11","1.400 MW","{""normalizedKey"":""QuantityValue::isar2_block_power_1400_MW"",""value"":1400.0,""unit"":""MW"",""type"":""electric_power_block""}","high"

"Claim::end_2008_world_npps_439_373gw","Claim","SUPPORTED_BY","II Das Generationenschema der Kernreaktoranlagen","Section","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","11","Ende 2008 waren weltweit \n439 Kernkraftwerke mit einer elektrischen Nettoleistung von 373 Gigawatt (GW) in \nBetrieb","{""normalizedKey"":""Claim::end_2008_world_npps_439_373gw"",""relevance"":""core""}","high"
"Claim::end_2008_world_npps_439_373gw","Claim","AS_OF","Ende 2008","TimePeriod","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","11","Ende 2008","{""normalizedKey"":""Claim::end_2008_world_npps_439_373gw"",""relevance"":""core""}","high"
"Claim::end_2008_world_npps_439_373gw","Claim","HAS_VALUE","QuantityValue::world_npp_count_439","QuantityValue","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","11","439 Kernkraftwerke","{""normalizedKey"":""Claim::end_2008_world_npps_439_373gw""}","high"
"QuantityValue::world_npp_count_439","QuantityValue","HAS_UNIT","Stück","Unit","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","11","439 Kernkraftwerke","{""normalizedKey"":""QuantityValue::world_npp_count_439"",""value"":439,""unit"":""Stück"",""type"":""npp_count""}","high"
"Claim::end_2008_world_npps_439_373gw","Claim","HAS_VALUE","QuantityValue::world_net_power_373_GW","QuantityValue","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","11","elektrischen Nettoleistung von 373 Gigawatt (GW)","{""normalizedKey"":""Claim::end_2008_world_npps_439_373gw""}","high"
"QuantityValue::world_net_power_373_GW","QuantityValue","HAS_UNIT","GW","Unit","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","11","373 Gigawatt (GW)","{""normalizedKey"":""QuantityValue::world_net_power_373_GW"",""value"":373.0,""unit"":""GW"",""type"":""electric_net_power_total""}","high"
"GW","Unit","IS_A","Unit","Concept","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","11","Gigawatt (GW)","{""normalizedKey"":""Unit::GW""}","high"

"Claim::lwr_share_80_percent","Claim","SUPPORTED_BY","II Das Generationenschema der Kernreaktoranlagen","Section","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","11","wobei der Anteil von Leichtwasserreaktoren etwa 80% beträgt.","{""normalizedKey"":""Claim::lwr_share_80_percent"",""relevance"":""core""}","high"
"Claim::lwr_share_80_percent","Claim","ABOUT","Leichtwasserreaktoren (LWR)","Reactor","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","11","Anteil von Leichtwasserreaktoren","{""normalizedKey"":""Claim::lwr_share_80_percent"",""relevance"":""core""}","high"
"Claim::lwr_share_80_percent","Claim","HAS_VALUE","QuantityValue::lwr_share_80_percent","QuantityValue","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","11","etwa 80%","{""normalizedKey"":""Claim::lwr_share_80_percent""}","high"
"QuantityValue::lwr_share_80_percent","QuantityValue","HAS_UNIT","%","Unit","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","11","80%","{""normalizedKey"":""QuantityValue::lwr_share_80_percent"",""value"":80.0,""unit"":""%"",""type"":""share_lwr"",""approx"":true}","high"

"Claim::operating_experience_12750_years","Claim","SUPPORTED_BY","II Das Generationenschema der Kernreaktoranlagen","Section","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","11","können mit 12.750 \nBetriebsjahren quantifiziert werden.","{""normalizedKey"":""Claim::operating_experience_12750_years"",""relevance"":""core""}","high"
"Claim::operating_experience_12750_years","Claim","HAS_VALUE","QuantityValue::operating_years_12750","QuantityValue","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","11","12.750 \nBetriebsjahren","{""normalizedKey"":""Claim::operating_experience_12750_years""}","high"
"QuantityValue::operating_years_12750","QuantityValue","HAS_UNIT","Betriebsjahre","Unit","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","11","12.750 \nBetriebsjahren","{""normalizedKey"":""QuantityValue::operating_years_12750"",""value"":12750,""unit"":""Betriebsjahre"",""type"":""cumulative_operating_experience""}","high"

"Claim::electricity_generated_total_59450_twh","Claim","SUPPORTED_BY","II Das Generationenschema der Kernreaktoranlagen","Section","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","12","insgesamt 59.450 TWh, ein beachtlicher Beitrag zu einer stabilen Grundlastversor￾gung.","{""normalizedKey"":""Claim::electricity_generated_total_59450_twh"",""relevance"":""core""}","high"
"Claim::electricity_generated_total_59450_twh","Claim","HAS_VALUE","QuantityValue::electricity_total_59450_TWh","QuantityValue","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","12","59.450 TWh","{""normalizedKey"":""Claim::electricity_generated_total_59450_twh""}","high"
"QuantityValue::electricity_total_59450_TWh","QuantityValue","HAS_UNIT","TWh","Unit","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","12","59.450 TWh","{""normalizedKey"":""QuantityValue::electricity_total_59450_TWh"",""value"":59450.0,""unit"":""TWh"",""type"":""electricity_generated_total""}","high"

"Claim::tmi2_accident_1979_03_29","Claim","SUPPORTED_BY","II Das Generationenschema der Kernreaktoranlagen","Section","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","12","den TMI￾2-Unfall mit partieller Zerstörung des Reaktorkerns am 29.März 1979 in Harrisburg, \nUSA","{""normalizedKey"":""Claim::tmi2_accident_1979_03_29"",""relevance"":""core""}","high"
"TMI-2-Unfall","Event","OCCURRED_ON","29.März 1979","Date","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","12","am 29.März 1979","{""normalizedKey"":""Event::TMI-2-Unfall""}","high"
"TMI-2-Unfall","Event","OCCURRED_IN","Harrisburg","Place","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","12","in Harrisburg, \nUSA","{""normalizedKey"":""Event::TMI-2-Unfall""}","high"
"29.März 1979","Date","IS_A","Date","Concept","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","12","29.März 1979","{""normalizedKey"":""Date::1979-03-29""}","high"

"Claim::rbmk4_accident_1986_04_26","Claim","SUPPORTED_BY","II Das Generationenschema der Kernreaktoranlagen","Section","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","12","den RBMK-4-Kernschmelzunfall am 26.April 1986 in Tschernobyl, heute \nUkraine","{""normalizedKey"":""Claim::rbmk4_accident_1986_04_26"",""relevance"":""core""}","high"
"RBMK-4-Kernschmelzunfall","Event","OCCURRED_ON","26.April 1986","Date","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","12","am 26.April 1986","{""normalizedKey"":""Event::RBMK-4-Kernschmelzunfall""}","high"
"RBMK-4-Kernschmelzunfall","Event","OCCURRED_IN","Tschernobyl","Place","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","12","in Tschernobyl, heute \nUkraine","{""normalizedKey"":""Event::RBMK-4-Kernschmelzunfall""}","high"
"26.April 1986","Date","IS_A","Date","Concept","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","12","26.April 1986","{""normalizedKey"":""Date::1986-04-26""}","high"

"Claim::experiences_motivated_evolutionary_development","Claim","SUPPORTED_BY","II Das Generationenschema der Kernreaktoranlagen","Section","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","12","Beide Erfahrungen, die positive und die negative, bewirkten eine nachhaltige Motiva￾tion in Industrie und Forschung zur evolutionären Weiterentwicklung der Reaktor￾technik","{""normalizedKey"":""Claim::experiences_motivated_evolutionary_development"",""relevance"":""core"",""assertedPredicate"":""CAUSES""}","high"
"Claim::experiences_motivated_evolutionary_development","Claim","CAUSES","evolutionären Weiterentwicklung der Reaktor￾technik","Process","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","12","bewirkten eine nachhaltige Motiva￾tion in Industrie und Forschung zur evolutionären Weiterentwicklung der Reaktor￾technik","{""normalizedKey"":""Claim::experiences_motivated_evolutionary_development"",""relevance"":""core""}","high"
"Claim::experiences_motivated_evolutionary_development","Claim","ABOUT","TMI-2-Unfall","Event","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","12","die positive und die negative","{""normalizedKey"":""Claim::experiences_motivated_evolutionary_development"",""relevance"":""core""}","medium"
"Claim::experiences_motivated_evolutionary_development","Claim","ABOUT","RBMK-4-Kernschmelzunfall","Event","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","12","die positive und die negative","{""normalizedKey"":""Claim::experiences_motivated_evolutionary_development"",""relevance"":""core""}","medium"

"Claim::defence_in_depth_no_evacuation","Claim","SUPPORTED_BY","II Das Generationenschema der Kernreaktoranlagen","Section","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","12","die Anlage so robust auszulegen, dass selbst bei einem \nKernschmelzunfall eine Evakuierung der Bevölkerung aus der Anlagenumgebung \nnicht erforderlich ist, und eine langfristige, großflächige Landkontamination nicht \nmöglich ist.","{""normalizedKey"":""Claim::defence_in_depth_no_evacuation"",""relevance"":""core"",""polarity"":""negative""}","high"
"Claim::defence_in_depth_no_evacuation","Claim","ABOUT","Defence-in-depth concept","Concept","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","12","(„Defence-in-depth concept“)","{""normalizedKey"":""Claim::defence_in_depth_no_evacuation"",""relevance"":""core"",""polarity"":""negative""}","high"
"Claim::defence_in_depth_no_evacuation","Claim","ABOUT","Kernschmelzunfall","Event","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","12","selbst bei einem \nKernschmelzunfall","{""normalizedKey"":""Claim::defence_in_depth_no_evacuation"",""relevance"":""core"",""polarity"":""negative""}","high"
"Claim::defence_in_depth_no_evacuation","Claim","IS_NOT_USABLE_AS","Evakuierung der Bevölkerung aus der Anlagenumgebung","Concept","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","12","eine Evakuierung der Bevölkerung aus der Anlagenumgebung \nnicht erforderlich ist","{""normalizedKey"":""Claim::defence_in_depth_no_evacuation"",""relevance"":""core"",""polarity"":""negative""}","high"
"Claim::defence_in_depth_no_evacuation","Claim","IS_NOT_USABLE_AS","langfristige, großflächige Landkontamination","Concept","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","12","Landkontamination nicht \nmöglich ist","{""normalizedKey"":""Claim::defence_in_depth_no_evacuation"",""relevance"":""core"",""polarity"":""negative""}","high"

"Claim::epr_1600mw_class_under_construction","Claim","SUPPORTED_BY","II Das Generationenschema der Kernreaktoranlagen","Section","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","13","Derzeit werden zwei EPR-Anlagen der 1.600 MW - Klasse errichtet","{""normalizedKey"":""Claim::epr_1600mw_class_under_construction"",""relevance"":""core""}","high"
"Claim::epr_1600mw_class_under_construction","Claim","ABOUT","European Pressurized Water Reactor (EPR)","Reactor","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","13","zwei EPR-Anlagen","{""normalizedKey"":""Claim::epr_1600mw_class_under_construction"",""relevance"":""core""}","high"
"Claim::epr_1600mw_class_under_construction","Claim","HAS_VALUE","QuantityValue::epr_class_1600_MW","QuantityValue","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","13","der 1.600 MW - Klasse","{""normalizedKey"":""Claim::epr_1600mw_class_under_construction""}","high"
"QuantityValue::epr_class_1600_MW","QuantityValue","HAS_UNIT","MW","Unit","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","13","1.600 MW","{""normalizedKey"":""QuantityValue::epr_class_1600_MW"",""value"":1600.0,""unit"":""MW"",""type"":""electric_net_power_class""}","high"
"Olkiluoto-3","Facility","LOCATED_IN","Finnland","Place","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","13","in Finnland der \nBlock Olkiluoto-3","{""normalizedKey"":""Facility::Olkiluoto-3""}","high"
"Flamanville-3","Facility","LOCATED_IN","Frankreich","Place","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","13","in Frankreich der Block Flamanville-3","{""normalizedKey"":""Facility::Flamanville-3""}","high"

"Claim::table1_epr_thermal_power_4300_mw","Claim","SUPPORTED_BY","Tab. 1: Anlagenparameter zum EPR und zum SWR-1000","Table","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","15","Thermische Reaktorleistung (MW) 4.300 3.370","{""normalizedKey"":""Claim::table1_epr_thermal_power_4300_mw"",""relevance"":""core""}","high"
"Claim::table1_epr_thermal_power_4300_mw","Claim","ABOUT","European Pressurized Water Reactor (EPR)","Reactor","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","15","Anlagenparameter EPR","{""normalizedKey"":""Claim::table1_epr_thermal_power_4300_mw"",""relevance"":""core""}","high"
"Claim::table1_epr_thermal_power_4300_mw","Claim","HAS_VALUE","QuantityValue::epr_thermal_power_4300_MW","QuantityValue","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","15","Thermische Reaktorleistung (MW) 4.300","{""normalizedKey"":""Claim::table1_epr_thermal_power_4300_mw""}","high"
"QuantityValue::epr_thermal_power_4300_MW","QuantityValue","HAS_UNIT","MW","Unit","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","15","4.300","{""normalizedKey"":""QuantityValue::epr_thermal_power_4300_MW"",""value"":4300.0,""unit"":""MW"",""type"":""thermal_reactor_power"",""role"":""nominal""}","high"

"Claim::table1_swr1000_thermal_power_3370_mw","Claim","SUPPORTED_BY","Tab. 1: Anlagenparameter zum EPR und zum SWR-1000","Table","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","15","Thermische Reaktorleistung (MW) 4.300 3.370","{""normalizedKey"":""Claim::table1_swr1000_thermal_power_3370_mw"",""relevance"":""core""}","high"
"Claim::table1_swr1000_thermal_power_3370_mw","Claim","ABOUT","SWR-1000","Reactor","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","15","Anlagenparameter EPR SWR 1000","{""normalizedKey"":""Claim::table1_swr1000_thermal_power_3370_mw"",""relevance"":""core""}","high"
"Claim::table1_swr1000_thermal_power_3370_mw","Claim","HAS_VALUE","QuantityValue::swr1000_thermal_power_3370_MW","QuantityValue","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","15","Thermische Reaktorleistung (MW) 3.370","{""normalizedKey"":""Claim::table1_swr1000_thermal_power_3370_mw""}","high"
"QuantityValue::swr1000_thermal_power_3370_MW","QuantityValue","HAS_UNIT","MW","Unit","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","15","3.370","{""normalizedKey"":""QuantityValue::swr1000_thermal_power_3370_MW"",""value"":3370.0,""unit"":""MW"",""type"":""thermal_reactor_power"",""role"":""nominal""}","high"

"Claim::table1_epr_net_power_1600_mw","Claim","SUPPORTED_BY","Tab. 1: Anlagenparameter zum EPR und zum SWR-1000","Table","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","15","Elektrische Nettoleistung (MW) 1.600 1.250","{""normalizedKey"":""Claim::table1_epr_net_power_1600_mw"",""relevance"":""core""}","high"
"Claim::table1_epr_net_power_1600_mw","Claim","ABOUT","European Pressurized Water Reactor (EPR)","Reactor","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","15","Elektrische Nettoleistung (MW) 1.600","{""normalizedKey"":""Claim::table1_epr_net_power_1600_mw"",""relevance"":""core""}","high"
"Claim::table1_epr_net_power_1600_mw","Claim","HAS_VALUE","QuantityValue::epr_electric_net_power_1600_MW","QuantityValue","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","15","Elektrische Nettoleistung (MW) 1.600","{""normalizedKey"":""Claim::table1_epr_net_power_1600_mw""}","high"
"QuantityValue::epr_electric_net_power_1600_MW","QuantityValue","HAS_UNIT","MW","Unit","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","15","1.600","{""normalizedKey"":""QuantityValue::epr_electric_net_power_1600_MW"",""value"":1600.0,""unit"":""MW"",""type"":""electric_net_power"",""role"":""nominal""}","high"

"Claim::table1_swr1000_net_power_1250_mw","Claim","SUPPORTED_BY","Tab. 1: Anlagenparameter zum EPR und zum SWR-1000","Table","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","15","Elektrische Nettoleistung (MW) 1.600 1.250","{""normalizedKey"":""Claim::table1_swr1000_net_power_1250_mw"",""relevance"":""core""}","high"
"Claim::table1_swr1000_net_power_1250_mw","Claim","ABOUT","SWR-1000","Reactor","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","15","Elektrische Nettoleistung (MW) 1.250","{""normalizedKey"":""Claim::table1_swr1000_net_power_1250_mw"",""relevance"":""core""}","high"
"Claim::table1_swr1000_net_power_1250_mw","Claim","HAS_VALUE","QuantityValue::swr1000_electric_net_power_1250_MW","QuantityValue","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","15","Elektrische Nettoleistung (MW) 1.250","{""normalizedKey"":""Claim::table1_swr1000_net_power_1250_mw""}","high"
"QuantityValue::swr1000_electric_net_power_1250_MW","QuantityValue","HAS_UNIT","MW","Unit","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","15","1.250","{""normalizedKey"":""QuantityValue::swr1000_electric_net_power_1250_MW"",""value"":1250.0,""unit"":""MW"",""type"":""electric_net_power"",""role"":""nominal""}","high"

"Claim::table1_epr_efficiency_37_percent","Claim","SUPPORTED_BY","Tab. 1: Anlagenparameter zum EPR und zum SWR-1000","Table","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","15","Nettowirkungsgrad (%) 37 37","{""normalizedKey"":""Claim::table1_epr_efficiency_37_percent"",""relevance"":""core""}","high"
"Claim::table1_epr_efficiency_37_percent","Claim","ABOUT","European Pressurized Water Reactor (EPR)","Reactor","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","15","Nettowirkungsgrad (%) 37","{""normalizedKey"":""Claim::table1_epr_efficiency_37_percent"",""relevance"":""core""}","high"
"Claim::table1_epr_efficiency_37_percent","Claim","HAS_VALUE","QuantityValue::epr_net_efficiency_37_percent","QuantityValue","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","15","Nettowirkungsgrad (%) 37","{""normalizedKey"":""Claim::table1_epr_efficiency_37_percent""}","high"
"QuantityValue::epr_net_efficiency_37_percent","QuantityValue","HAS_UNIT","%","Unit","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","15","37","{""normalizedKey"":""QuantityValue::epr_net_efficiency_37_percent"",""value"":37.0,""unit"":""%"",""type"":""net_efficiency"",""role"":""nominal""}","high"

"Claim::table1_swr1000_efficiency_37_percent","Claim","SUPPORTED_BY","Tab. 1: Anlagenparameter zum EPR und zum SWR-1000","Table","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","15","Nettowirkungsgrad (%) 37 37","{""normalizedKey"":""Claim::table1_swr1000_efficiency_37_percent"",""relevance"":""core""}","high"
"Claim::table1_swr1000_efficiency_37_percent","Claim","ABOUT","SWR-1000","Reactor","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","15","Nettowirkungsgrad (%) 37","{""normalizedKey"":""Claim::table1_swr1000_efficiency_37_percent"",""relevance"":""core""}","high"
"Claim::table1_swr1000_efficiency_37_percent","Claim","HAS_VALUE","QuantityValue::swr1000_net_efficiency_37_percent","QuantityValue","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","15","Nettowirkungsgrad (%) 37","{""normalizedKey"":""Claim::table1_swr1000_efficiency_37_percent""}","high"
"QuantityValue::swr1000_net_efficiency_37_percent","QuantityValue","HAS_UNIT","%","Unit","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","15","37","{""normalizedKey"":""QuantityValue::swr1000_net_efficiency_37_percent"",""value"":37.0,""unit"":""%"",""type"":""net_efficiency"",""role"":""nominal""}","high"

"Claim::neutron_moderation_2mev_18_collisions_0_025ev","Claim","SUPPORTED_BY","II Das Generationenschema der Kernreaktoranlagen","Section","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","15","Abschätzungen ergeben, dass ein Spaltneutron mit ei￾ner Anfangsenergie von etwa 2 MeV nach 18 sequentiellen elastischen Stößen mit \nden Moderatormolekülen auf etwa 0,025 eV abgebremst wird","{""normalizedKey"":""Claim::neutron_moderation_2mev_18_collisions_0_025ev"",""relevance"":""core""}","high"
"Claim::neutron_moderation_2mev_18_collisions_0_025ev","Claim","ABOUT","Neutronenmoderation","Process","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","15","abgebremst wird","{""normalizedKey"":""Claim::neutron_moderation_2mev_18_collisions_0_025ev"",""relevance"":""core""}","high"
"Claim::neutron_moderation_2mev_18_collisions_0_025ev","Claim","HAS_VALUE","QuantityValue::neutron_initial_energy_2_MeV","QuantityValue","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","15","Anfangsenergie von etwa 2 MeV","{""normalizedKey"":""Claim::neutron_moderation_2mev_18_collisions_0_025ev""}","high"
"QuantityValue::neutron_initial_energy_2_MeV","QuantityValue","HAS_UNIT","MeV","Unit","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","15","2 MeV","{""normalizedKey"":""QuantityValue::neutron_initial_energy_2_MeV"",""value"":2.0,""unit"":""MeV"",""type"":""neutron_energy"",""role"":""initial"",""approx"":true}","high"
"Claim::neutron_moderation_2mev_18_collisions_0_025ev","Claim","HAS_VALUE","QuantityValue::neutron_collisions_18","QuantityValue","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","15","nach 18 sequentiellen elastischen Stößen","{""normalizedKey"":""Claim::neutron_moderation_2mev_18_collisions_0_025ev""}","high"
"QuantityValue::neutron_collisions_18","QuantityValue","HAS_UNIT","Stöße","Unit","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","15","18 sequentiellen elastischen Stößen","{""normalizedKey"":""QuantityValue::neutron_collisions_18"",""value"":18,""unit"":""Stöße"",""type"":""collision_count""}","high"
"Claim::neutron_moderation_2mev_18_collisions_0_025ev","Claim","HAS_VALUE","QuantityValue::neutron_energy_0_025_eV","QuantityValue","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","15","auf etwa 0,025 eV abgebremst wird","{""normalizedKey"":""Claim::neutron_moderation_2mev_18_collisions_0_025ev""}","high"
"QuantityValue::neutron_energy_0_025_eV","QuantityValue","HAS_UNIT","eV","Unit","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","15","0,025 eV","{""normalizedKey"":""QuantityValue::neutron_energy_0_025_eV"",""value"":0.025,""unit"":""eV"",""type"":""neutron_energy"",""role"":""final"",""approx"":true}","high"
"MeV","Unit","IS_A","Unit","Concept","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","15","2 MeV","{""normalizedKey"":""Unit::MeV""}","high"

"Claim::definition_thermal_reactors","Claim","SUPPORTED_BY","II Das Generationenschema der Kernreaktoranlagen","Section","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","15","Reaktorsysteme, deren Arbeitsprinzip auf langsamen \nNeutronen basiert, werden als Reaktoren mit einem thermischen Neutronenspekt￾rum, oder kurz: thermische Reaktoren, bezeichnet.","{""normalizedKey"":""Claim::definition_thermal_reactors"",""relevance"":""core"",""claimType"":""definition""}","high"
"Thermische Reaktoren","Concept","DEFINED_IN","II Das Generationenschema der Kernreaktoranlagen","Section","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","15","oder kurz: thermische Reaktoren, bezeichnet.","{""normalizedKey"":""Concept::Thermische Reaktoren""}","high"
