"subject","subjectType","predicate","object","objectType","sourceDoc","sourceSection","sourcePage","sourceQuote","qualifiers","confidence"
"Claim::CO2-Emissionen-317-2012","Claim","SUPPORTED_BY","X.3 2012: Deutschland: Auf dem Weg zum Ökostrom23 - Land","Section","STE-Research-Report_Ch10.pdf","X.3 2012: Deutschland: Auf dem Weg zum Ökostrom23 - Land","87","auf 317 Mio. t in 2012.","{""normalizedKey"":""Claim::CO2-Emissionen-317-2012"",""relevance"":""core""}","high"
"Claim::CO2-Emissionen-317-2012","Claim","HAS_VALUE","QV::317 Mio. t CO2","QuantityValue","STE-Research-Report_Ch10.pdf","X.3 2012: Deutschland: Auf dem Weg zum Ökostrom23 - Land","87","317 Mio. t in 2012","{""normalizedKey"":""Claim::CO2-Emissionen-317-2012""}","high"
"QV::317 Mio. t CO2","QuantityValue","HAS_UNIT","Mio. t CO2","Unit","STE-Research-Report_Ch10.pdf","X.3 2012: Deutschland: Auf dem Weg zum Ökostrom23 - Land","87","317 Mio. t in 2012","{""normalizedKey"":""QuantityValue::317 Mio. t CO2"",""value"":317,""unit"":""Mio. t CO2"",""type"":""co2_emissionen_stromerzeugung"",""asOf"":""2012""}","high"
"Claim::Strompreis-2000-2013-Faktor2","Claim","SUPPORTED_BY","X.3 2012: Deutschland: Auf dem Weg zum Ökostrom23 - Land","Section","STE-Research-Report_Ch10.pdf","X.3 2012: Deutschland: Auf dem Weg zum Ökostrom23 - Land","91","um den Faktor von etwa 2 angestiegen ist, von 13,94 auf 29,15 ct/kWh.","{""normalizedKey"":""Claim::Strompreis-2000-2013-Faktor2"",""relevance"":""core"",""claimType"":""comparison""}","high"
"Claim::Strompreis-2000-2013-Faktor2","Claim","HAS_VALUE","QV::13,94 ct/kWh","QuantityValue","STE-Research-Report_Ch10.pdf","X.3 2012: Deutschland: Auf dem Weg zum Ökostrom23 - Land","91","von 13,94 auf 29,15 ct/kWh","{""normalizedKey"":""Claim::Strompreis-2000-2013-Faktor2""}","high"
"QV::13,94 ct/kWh","QuantityValue","HAS_UNIT","ct/kWh","Unit","STE-Research-Report_Ch10.pdf","X.3 2012: Deutschland: Auf dem Weg zum Ökostrom23 - Land","91","13,94","{""normalizedKey"":""QuantityValue::13,94 ct/kWh"",""value"":13.94,""unit"":""ct/kWh"",""type"":""strompreis"",""asOf"":""2000""}","high"
"Claim::Strompreis-2000-2013-Faktor2","Claim","HAS_VALUE","QV::29,15 ct/kWh","QuantityValue","STE-Research-Report_Ch10.pdf","X.3 2012: Deutschland: Auf dem Weg zum Ökostrom23 - Land","91","von 13,94 auf 29,15 ct/kWh","{""normalizedKey"":""Claim::Strompreis-2000-2013-Faktor2""}","high"
"QV::29,15 ct/kWh","QuantityValue","HAS_UNIT","ct/kWh","Unit","STE-Research-Report_Ch10.pdf","X.3 2012: Deutschland: Auf dem Weg zum Ökostrom23 - Land","91","29,15","{""normalizedKey"":""QuantityValue::29,15 ct/kWh"",""value"":29.15,""unit"":""ct/kWh"",""type"":""strompreis"",""asOf"":""2013""}","high"
"ct/kWh","Unit","IS_A","Unit","Unit","STE-Research-Report_Ch10.pdf","X.3 2012: Deutschland: Auf dem Weg zum Ökostrom23 - Land","91","ct/kWh","{""normalizedKey"":""Unit::ct/kWh""}","high"
"EEG-Umlage","EconomicInstrument","IS_A","EconomicInstrument","EconomicInstrument","STE-Research-Report_Ch10.pdf","X.3 2012: Deutschland: Auf dem Weg zum Ökostrom23 - Land","91","die EEG-Umlage","{""normalizedKey"":""EconomicInstrument::EEG-Umlage""}","high"
"Claim::EEG-Umlage-2013-5,28","Claim","SUPPORTED_BY","X.3 2012: Deutschland: Auf dem Weg zum Ökostrom23 - Land","Section","STE-Research-Report_Ch10.pdf","X.3 2012: Deutschland: Auf dem Weg zum Ökostrom23 - Land","92","erreicht in 2013 den Wert von 5,28 ct/kWh.","{""normalizedKey"":""Claim::EEG-Umlage-2013-5,28"",""relevance"":""core""}","high"
"Claim::EEG-Umlage-2013-5,28","Claim","ABOUT","EEG-Umlage","EconomicInstrument","STE-Research-Report_Ch10.pdf","X.3 2012: Deutschland: Auf dem Weg zum Ökostrom23 - Land","92","Ökostrom-Umlage stark an und erreicht in 2013 den Wert von 5,28 ct/kWh","{""normalizedKey"":""Claim::EEG-Umlage-2013-5,28""}","high"
"Claim::EEG-Umlage-2013-5,28","Claim","HAS_VALUE","QV::5,28 ct/kWh","QuantityValue","STE-Research-Report_Ch10.pdf","X.3 2012: Deutschland: Auf dem Weg zum Ökostrom23 - Land","92","Wert von 5,28 ct/kWh","{""normalizedKey"":""Claim::EEG-Umlage-2013-5,28""}","high"
"QV::5,28 ct/kWh","QuantityValue","HAS_UNIT","ct/kWh","Unit","STE-Research-Report_Ch10.pdf","X.3 2012: Deutschland: Auf dem Weg zum Ökostrom23 - Land","92","5,28 ct/kWh","{""normalizedKey"":""QuantityValue::5,28 ct/kWh"",""value"":5.28,""unit"":""ct/kWh"",""type"":""eeg_umlage"",""asOf"":""2013""}","high"
"Claim::EEG-Umlage-2014-Prognose-6,24","Claim","SUPPORTED_BY","X.3 2012: Deutschland: Auf dem Weg zum Ökostrom23 - Land","Section","STE-Research-Report_Ch10.pdf","X.3 2012: Deutschland: Auf dem Weg zum Ökostrom23 - Land","92","auf 6,24 ct/kWh prognos￾tizieren.","{""normalizedKey"":""Claim::EEG-Umlage-2014-Prognose-6,24"",""relevance"":""core"",""claimType"":""estimate""}","high"
"Claim::EEG-Umlage-2014-Prognose-6,24","Claim","HAS_VALUE","QV::6,24 ct/kWh","QuantityValue","STE-Research-Report_Ch10.pdf","X.3 2012: Deutschland: Auf dem Weg zum Ökostrom23 - Land","92","auf 6,24 ct/kWh prognos￾tizieren","{""normalizedKey"":""Claim::EEG-Umlage-2014-Prognose-6,24""}","high"
"QV::6,24 ct/kWh","QuantityValue","HAS_UNIT","ct/kWh","Unit","STE-Research-Report_Ch10.pdf","X.3 2012: Deutschland: Auf dem Weg zum Ökostrom23 - Land","92","6,24 ct/kWh","{""normalizedKey"":""QuantityValue::6,24 ct/kWh"",""value"":6.24,""unit"":""ct/kWh"",""type"":""eeg_umlage"",""asOf"":""2014"",""statistic"":""unknown""}","high"
"Claim::Ökostromziel-2020-35%","Claim","SUPPORTED_BY","X.3 2012: Deutschland: Auf dem Weg zum Ökostrom23 - Land","Section","STE-Research-Report_Ch10.pdf","X.3 2012: Deutschland: Auf dem Weg zum Ökostrom23 - Land","94","den Ökostromanteil bei der Stromversorgung von 22% (2012) auf 35% in 2020 anzuheben.","{""normalizedKey"":""Claim::Ökostromziel-2020-35%"",""relevance"":""core""}","high"
"Claim::Ökostromziel-2020-35%","Claim","HAS_VALUE","QV::35 %","QuantityValue","STE-Research-Report_Ch10.pdf","X.3 2012: Deutschland: Auf dem Weg zum Ökostrom23 - Land","94","auf 35% in 2020","{""normalizedKey"":""Claim::Ökostromziel-2020-35%""}","high"
"QV::35 %","QuantityValue","HAS_UNIT","%","Unit","STE-Research-Report_Ch10.pdf","X.3 2012: Deutschland: Auf dem Weg zum Ökostrom23 - Land","94","35%","{""normalizedKey"":""QuantityValue::35 %"",""value"":35,""unit"":""%"",""type"":""ziel_ökostromanteil"",""asOf"":""2020""}","high"
"Offshore-Windpark Riffgat","Project","LOCATED_IN","Nordsee","Place","STE-Research-Report_Ch10.pdf","X.3 2012: Deutschland: Auf dem Weg zum Ökostrom23 - Land","94","Offshore-Windpark Riffgat nördlich der Insel Borkum","{""normalizedKey"":""Project::Offshore-Windpark Riffgat""}","high"
"Nordsee","Place","IS_A","Place","Place","STE-Research-Report_Ch10.pdf","X.3 2012: Deutschland: Auf dem Weg zum Ökostrom23 - Land","94","in der Nordsee","{""normalizedKey"":""Place::Nordsee""}","high"
"Claim::Riffgat-Gesamtleistung-108MWe","Claim","SUPPORTED_BY","X.3 2012: Deutschland: Auf dem Weg zum Ökostrom23 - Land","Section","STE-Research-Report_Ch10.pdf","X.3 2012: Deutschland: Auf dem Weg zum Ökostrom23 - Land","94","einer Gesamtleistung von 108 MWe.","{""normalizedKey"":""Claim::Riffgat-Gesamtleistung-108MWe"",""relevance"":""core""}","high"
"Claim::Riffgat-Gesamtleistung-108MWe","Claim","ABOUT","Offshore-Windpark Riffgat","Project","STE-Research-Report_Ch10.pdf","X.3 2012: Deutschland: Auf dem Weg zum Ökostrom23 - Land","94","Offshore-Windpark Riffgat","{""normalizedKey"":""Claim::Riffgat-Gesamtleistung-108MWe""}","high"
"Claim::Riffgat-Gesamtleistung-108MWe","Claim","HAS_VALUE","QV::108 MWe","QuantityValue","STE-Research-Report_Ch10.pdf","X.3 2012: Deutschland: Auf dem Weg zum Ökostrom23 - Land","94","Gesamtleistung von 108 MWe","{""normalizedKey"":""Claim::Riffgat-Gesamtleistung-108MWe""}","high"
"QV::108 MWe","QuantityValue","HAS_UNIT","MWe","Unit","STE-Research-Report_Ch10.pdf","X.3 2012: Deutschland: Auf dem Weg zum Ökostrom23 - Land","94","108 MWe","{""normalizedKey"":""QuantityValue::108 MWe"",""value"":108,""unit"":""MWe"",""type"":""gesamtleistung""}","high"
"Claim::Riffgat-Jahresproduktion-345000MWh","Claim","SUPPORTED_BY","X.3 2012: Deutschland: Auf dem Weg zum Ökostrom23 - Land","Section","STE-Research-Report_Ch10.pdf","X.3 2012: Deutschland: Auf dem Weg zum Ökostrom23 - Land","95","jährlich eine Elektrizi￾tätsmenge von durchschnittlich 345.000 MWh erzeugen.","{""normalizedKey"":""Claim::Riffgat-Jahresproduktion-345000MWh"",""relevance"":""core""}","high"
"Claim::Riffgat-Jahresproduktion-345000MWh","Claim","HAS_VALUE","QV::345.000 MWh","QuantityValue","STE-Research-Report_Ch10.pdf","X.3 2012: Deutschland: Auf dem Weg zum Ökostrom23 - Land","95","durchschnittlich 345.000 MWh","{""normalizedKey"":""Claim::Riffgat-Jahresproduktion-345000MWh""}","high"
"QV::345.000 MWh","QuantityValue","HAS_UNIT","MWh","Unit","STE-Research-Report_Ch10.pdf","X.3 2012: Deutschland: Auf dem Weg zum Ökostrom23 - Land","95","345.000 MWh","{""normalizedKey"":""QuantityValue::345.000 MWh"",""value"":345000,""unit"":""MWh"",""type"":""jahresproduktion_durchschnitt""}","high"
"MWh","Unit","IS_A","Unit","Unit","STE-Research-Report_Ch10.pdf","X.3 2012: Deutschland: Auf dem Weg zum Ökostrom23 - Land","95","MWh","{""normalizedKey"":""Unit::MWh""}","high"
"Claim::Solarpark-Neuhardenberg-Leistung-145MWe","Claim","SUPPORTED_BY","X.3 2012: Deutschland: Auf dem Weg zum Ökostrom23 - Land","Section","STE-Research-Report_Ch10.pdf","X.3 2012: Deutschland: Auf dem Weg zum Ökostrom23 - Land","97","ein Stromprodukti￾onspotential von 145 MWe haben.","{""normalizedKey"":""Claim::Solarpark-Neuhardenberg-Leistung-145MWe"",""relevance"":""core""}","high"
"Solarpark am Flugplatz Neuhardenberg","Facility","LOCATED_IN","Brandenburg","Place","STE-Research-Report_Ch10.pdf","X.3 2012: Deutschland: Auf dem Weg zum Ökostrom23 - Land","96","am Flugplatz Neuhardenberg in Brandenburg","{""normalizedKey"":""Facility::Solarpark am Flugplatz Neuhardenberg""}","high"
"Brandenburg","Place","PART_OF","Deutschland","Place","STE-Research-Report_Ch10.pdf","X.3 2012: Deutschland: Auf dem Weg zum Ökostrom23 - Land","96","in Brandenburg","{""normalizedKey"":""Place::Brandenburg""}","high"
"Claim::Solarpark-Neuhardenberg-Leistung-145MWe","Claim","ABOUT","Solarpark am Flugplatz Neuhardenberg","Facility","STE-Research-Report_Ch10.pdf","X.3 2012: Deutschland: Auf dem Weg zum Ökostrom23 - Land","96","Der größte deutsche Solarpark ist am Flugplatz Neuhardenberg in Brandenburg errichtet worden","{""normalizedKey"":""Claim::Solarpark-Neuhardenberg-Leistung-145MWe""}","high"
"Claim::Solarpark-Neuhardenberg-Leistung-145MWe","Claim","HAS_VALUE","QV::145 MWe","QuantityValue","STE-Research-Report_Ch10.pdf","X.3 2012: Deutschland: Auf dem Weg zum Ökostrom23 - Land","97","Stromprodukti￾onspotential von 145 MWe","{""normalizedKey"":""Claim::Solarpark-Neuhardenberg-Leistung-145MWe""}","high"
"QV::145 MWe","QuantityValue","HAS_UNIT","MWe","Unit","STE-Research-Report_Ch10.pdf","X.3 2012: Deutschland: Auf dem Weg zum Ökostrom23 - Land","97","145 MWe","{""normalizedKey"":""QuantityValue::145 MWe"",""value"":145,""unit"":""MWe"",""type"":""stromproduktionspotential""}","high"
