"subject","subjectType","predicate","object","objectType","sourceDoc","sourceSection","sourcePage","sourceQuote","qualifiers","confidence"
"Claim C14","Claim","SUPPORTED_BY","III Das nukleare Umfeld eines Kernkraftwerks – der Kernbrennstoffkreislauf","Section","STE-Research-Report_Ch3.pdf","III Das nukleare Umfeld eines Kernkraftwerks – der Kernbrennstoffkreislauf","4","Das Prinzip der Transmutation basiert kernphysikalisch auf dem Neutroneneinfang und/oder der neutroneninduzierten Kernspaltung.","{""subjectNormalizedKey"": ""Claim::C14""}","0.90"
"Claim C14","Claim","ABOUT","Transmutation","Process","STE-Research-Report_Ch3.pdf","III Das nukleare Umfeld eines Kernkraftwerks – der Kernbrennstoffkreislauf","4","Das Prinzip der Transmutation basiert kernphysikalisch auf dem Neutroneneinfang und/oder der neutroneninduzierten Kernspaltung.","{""subjectNormalizedKey"": ""Claim::C14"", ""objectNormalizedKey"": ""Process::Transmutation""}","0.85"
"Claim C14","Claim","USES_METHOD","Neutroneneinfang","Process","STE-Research-Report_Ch3.pdf","III Das nukleare Umfeld eines Kernkraftwerks – der Kernbrennstoffkreislauf","4","Das Prinzip der Transmutation basiert kernphysikalisch auf dem Neutroneneinfang und/oder der neutroneninduzierten Kernspaltung.","{""subjectNormalizedKey"": ""Claim::C14"", ""objectNormalizedKey"": ""Process::Neutroneneinfang""}","0.80"
"Claim C14","Claim","USES_METHOD","neutroneninduzierten Kernspaltung","Process","STE-Research-Report_Ch3.pdf","III Das nukleare Umfeld eines Kernkraftwerks – der Kernbrennstoffkreislauf","4","Das Prinzip der Transmutation basiert kernphysikalisch auf dem Neutroneneinfang und/oder der neutroneninduzierten Kernspaltung.","{""subjectNormalizedKey"": ""Claim::C14"", ""objectNormalizedKey"": ""Process::neutroneninduzierte Kernspaltung""}","0.80" "Claim C15","Claim","SUPPORTED_BY","III Das nukleare Umfeld eines Kernkraftwerks – der Kernbrennstoffkreislauf","Section","STE-Research-Report_Ch3.pdf","III Das nukleare Umfeld eines Kernkraftwerks – der Kernbrennstoffkreislauf","4","So wird z.B. das langlebige Jod-129 durch Neutroneneinfang in Jod-130 umgewandelt, das anschließend über einen β--Zerfall in das stabile Isotop Xenon-130 übergeht.","{""subjectNormalizedKey"": ""Claim::C15""}","0.90"
"Claim C15","Claim","ABOUT","Jod-129","Isotope","STE-Research-Report_Ch3.pdf","III Das nukleare Umfeld eines Kernkraftwerks – der Kernbrennstoffkreislauf","4","So wird z.B. das langlebige Jod-129 durch Neutroneneinfang in Jod-130 umgewandelt, das anschließend über einen β--Zerfall in das stabile Isotop Xenon-130 übergeht.","{""subjectNormalizedKey"": ""Claim::C15"", ""objectNormalizedKey"": ""Isotope::Jod-129""}","0.85"
"Claim C15","Claim","LEADS_TO","Jod-130","Isotope","STE-Research-Report_Ch3.pdf","III Das nukleare Umfeld eines Kernkraftwerks – der Kernbrennstoffkreislauf","4","So wird z.B. das langlebige Jod-129 durch Neutroneneinfang in Jod-130 umgewandelt, das anschließend über einen β--Zerfall in das stabile Isotop Xenon-130 übergeht.","{""subjectNormalizedKey"": ""Claim::C15"", ""objectNormalizedKey"": ""Isotope::Jod-130""}","0.85"
"Claim C15","Claim","LEADS_TO","Xenon-130","Isotope","STE-Research-Report_Ch3.pdf","III Das nukleare Umfeld eines Kernkraftwerks – der Kernbrennstoffkreislauf","4","So wird z.B. das langlebige Jod-129 durch Neutroneneinfang in Jod-130 umgewandelt, das anschließend über einen β--Zerfall in das stabile Isotop Xenon-130 übergeht.","{""subjectNormalizedKey"": ""Claim::C15"", ""objectNormalizedKey"": ""Isotope::Xenon-130""}","0.85"
"Claim C15","Claim","USES_METHOD","Neutroneneinfang","Process","STE-Research-Report_Ch3.pdf","III Das nukleare Umfeld eines Kernkraftwerks – der Kernbrennstoffkreislauf","4","So wird z.B. das langlebige Jod-129 durch Neutroneneinfang in Jod-130 umgewandelt, das anschließend über einen β--Zerfall in das stabile Isotop Xenon-130 übergeht.","{""subjectNormalizedKey"": ""Claim::C15"", ""objectNormalizedKey"": ""Process::Neutroneneinfang""}","0.80"
"Claim C15","Claim","USES_METHOD","β--Zerfall","Process","STE-Research-Report_Ch3.pdf","III Das nukleare Umfeld eines Kernkraftwerks – der Kernbrennstoffkreislauf","4","So wird z.B. das langlebige Jod-129 durch Neutroneneinfang in Jod-130 umgewandelt, das anschließend über einen β--Zerfall in das stabile Isotop Xenon-130 übergeht.","{""subjectNormalizedKey"": ""Claim::C15"", ""objectNormalizedKey"": ""Process::β--Zerfall""}","0.80"
"Claim C16","Claim","SUPPORTED_BY","III Das nukleare Umfeld eines Kernkraftwerks – der Kernbrennstoffkreislauf","Section","STE-Research-Report_Ch3.pdf","III Das nukleare Umfeld eines Kernkraftwerks – der Kernbrennstoffkreislauf","4","Dabei werden zwei Varianten verfolgt: Bei einem homogenen Einsatz im Reaktor werden die langlebigen Radionuklide in geringer Konzentration auf alle Brennstäbe verteilt, bei der heterogenen Variante werden diese Nuklide in entsprechend höherer Konzentration in wenigen Einzelstäben eingesetzt.","{""subjectNormalizedKey"": ""Claim::C16""}","0.90"
"Claim C16","Claim","ABOUT","Reaktor","Reactor","STE-Research-Report_Ch3.pdf","III Das nukleare Umfeld eines Kernkraftwerks – der Kernbrennstoffkreislauf","4","Dabei werden zwei Varianten verfolgt: Bei einem homogenen Einsatz im Reaktor werden die langlebigen Radionuklide in geringer Konzentration auf alle Brennstäbe verteilt, bei der heterogenen Variante werden diese Nuklide in entsprechend höherer Konzentration in wenigen Einzelstäben eingesetzt.","{""subjectNormalizedKey"": ""Claim::C16"", ""objectNormalizedKey"": ""Reactor::Reaktor""}","0.70"
"Claim C16","Claim","HAS_CONDITION","homogener Einsatz im Reaktor","Condition","STE-Research-Report_Ch3.pdf","III Das nukleare Umfeld eines Kernkraftwerks – der Kernbrennstoffkreislauf","4","Dabei werden zwei Varianten verfolgt: Bei einem homogenen Einsatz im Reaktor werden die langlebigen Radionuklide in geringer Konzentration auf alle Brennstäbe verteilt, bei der heterogenen Variante werden diese Nuklide in entsprechend höherer Konzentration in wenigen Einzelstäben eingesetzt.","{""subjectNormalizedKey"": ""Claim::C16"", ""objectNormalizedKey"": ""Condition::homogener Einsatz im Reaktor""}","0.80"
"Claim C16","Claim","HAS_CONDITION","heterogenen Variante","Condition","STE-Research-Report_Ch3.pdf","III Das nukleare Umfeld eines Kernkraftwerks – der Kernbrennstoffkreislauf","4","Dabei werden zwei Varianten verfolgt: Bei einem homogenen Einsatz im Reaktor werden die langlebigen Radionuklide in geringer Konzentration auf alle Brennstäbe verteilt, bei der heterogenen Variante werden diese Nuklide in entsprechend höherer Konzentration in wenigen Einzelstäben eingesetzt.","{""subjectNormalizedKey"": ""Claim::C16"", ""objectNormalizedKey"": ""Condition::heterogene Variante""}","0.80"
"Claim C17","Claim","SUPPORTED_BY","III Das nukleare Umfeld eines Kernkraftwerks – der Kernbrennstoffkreislauf","Section","STE-Research-Report_Ch3.pdf","III Das nukleare Umfeld eines Kernkraftwerks – der Kernbrennstoffkreislauf","5","Proliferationsresistenz, d.h. die Widerstandsfähigkeit gegen eine Abzweigung und Weitergabe von waffenfähigem Kernspaltmaterial","{""subjectNormalizedKey"": ""Claim::C17""}","0.90"
"Claim C17","Claim","ABOUT","Proliferationsresistenz","Concept","STE-Research-Report_Ch3.pdf","III Das nukleare Umfeld eines Kernkraftwerks – der Kernbrennstoffkreislauf","5","Proliferationsresistenz, d.h. die Widerstandsfähigkeit gegen eine Abzweigung und Weitergabe von waffenfähigem Kernspaltmaterial","{""subjectNormalizedKey"": ""Claim::C17"", ""objectNormalizedKey"": ""Concept::Proliferationsresistenz""}","0.90"
"Claim C17","Claim","DEFINED_IN","Widerstandsfähigkeit gegen eine Abzweigung und Weitergabe von waffenfähigem Kernspaltmaterial","Concept","STE-Research-Report_Ch3.pdf","III Das nukleare Umfeld eines Kernkraftwerks – der Kernbrennstoffkreislauf","5","Proliferationsresistenz, d.h. die Widerstandsfähigkeit gegen eine Abzweigung und Weitergabe von waffenfähigem Kernspaltmaterial","{""subjectNormalizedKey"": ""Claim::C17"", ""objectNormalizedKey"": ""Concept::Widerstandsfähigkeit gegen Abzweigung und Weitergabe von waffenfähigem Kernspaltmaterial""}","0.80"
