subject,subjectType,predicate,object,objectType,sourceDoc,sourceSection,sourcePage,sourceQuote,qualifiers,confidence
"Claim: Energieausbeute rund 8•10+13 J","Claim","HAS_VALUE","QuantityValue: 8•10+13 J","QuantityValue","STE-Research-Report_Ch1.pdf","I Einleitung: Zur historischen Entwicklung der Kernkraftwerke","8","Analogie zu einem fossil beheizten Kraftwerk von einem „Kernbrennstoff“ - dann er￾höht sich die Ausbeute um 24 Größenordnungen auf rund 8•10+13 J oder 22 Millionen Kilowattstunden (kWh).","{""normalizedKey"":""QuantityValue::STE-Ch1-p8-q-energy-8e13J"",""textValue"":""8•10+13"",""unit"":""J"",""type"":""energy_yield_j""}","high"
"QuantityValue: 8•10+13 J","QuantityValue","HAS_UNIT","J","Unit","STE-Research-Report_Ch1.pdf","I Einleitung: Zur historischen Entwicklung der Kernkraftwerke","8","Analogie zu einem fossil beheizten Kraftwerk von einem „Kernbrennstoff“ - dann er￾höht sich die Ausbeute um 24 Größenordnungen auf rund 8•10+13 J oder 22 Millionen Kilowattstunden (kWh).","{""normalizedKey"":""Unit::J""}","high"
"Claim: Energieausbeute 22 Millionen Kilowattstunden (kWh)","Claim","SUPPORTED_BY","I Einleitung: Zur historischen Entwicklung der Kernkraftwerke","Section","STE-Research-Report_Ch1.pdf","I Einleitung: Zur historischen Entwicklung der Kernkraftwerke","8","Analogie zu einem fossil beheizten Kraftwerk von einem „Kernbrennstoff“ - dann er￾höht sich die Ausbeute um 24 Größenordnungen auf rund 8•10+13 J oder 22 Millionen Kilowattstunden (kWh).","{""normalizedKey"":""Claim::STE-Ch1-p8-c8c"",""relevance"":""core""}","high"
"Claim: Energieausbeute 22 Millionen Kilowattstunden (kWh)","Claim","HAS_VALUE","QuantityValue: 22 Millionen Kilowattstunden (kWh)","QuantityValue","STE-Research-Report_Ch1.pdf","I Einleitung: Zur historischen Entwicklung der Kernkraftwerke","8","Analogie zu einem fossil beheizten Kraftwerk von einem „Kernbrennstoff“ - dann er￾höht sich die Ausbeute um 24 Größenordnungen auf rund 8•10+13 J oder 22 Millionen Kilowattstunden (kWh).","{""normalizedKey"":""QuantityValue::STE-Ch1-p8-q-energy-22M-kWh"",""textValue"":""22 Millionen"",""unit"":""Kilowattstunden (kWh)"",""type"":""energy_yield_kwh""}","high"
"QuantityValue: 22 Millionen Kilowattstunden (kWh)","QuantityValue","HAS_UNIT","Kilowattstunden (kWh)","Unit","STE-Research-Report_Ch1.pdf","I Einleitung: Zur historischen Entwicklung der Kernkraftwerke","8","Analogie zu einem fossil beheizten Kraftwerk von einem „Kernbrennstoff“ - dann er￾höht sich die Ausbeute um 24 Größenordnungen auf rund 8•10+13 J oder 22 Millionen Kilowattstunden (kWh).","{""normalizedKey"":""Unit::Kilowattstunden (kWh)""}","high"
"Claim: Verbrennen von etwa 2.800.000 kg Steinkohle","Claim","SUPPORTED_BY","I Einleitung: Zur historischen Entwicklung der Kernkraftwerke","Section","STE-Research-Report_Ch1.pdf","I Einleitung: Zur historischen Entwicklung der Kernkraftwerke","8","Die gleiche Wärmemenge erhält man in einem fossil beheiz￾ten Kraftwerk z.B. durch Verbrennen von etwa 2.800.000 kg Steinkohle3.","{""normalizedKey"":""Claim::STE-Ch1-p8-c9"",""relevance"":""core""}","high"
"Claim: Verbrennen von etwa 2.800.000 kg Steinkohle","Claim","ABOUT","Steinkohle","Material","STE-Research-Report_Ch1.pdf","I Einleitung: Zur historischen Entwicklung der Kernkraftwerke","8","Die gleiche Wärmemenge erhält man in einem fossil beheiz￾ten Kraftwerk z.B. durch Verbrennen von etwa 2.800.000 kg Steinkohle3.","{""normalizedKey"":""Material::Steinkohle""}","high"
"Claim: Verbrennen von etwa 2.800.000 kg Steinkohle","Claim","HAS_VALUE","QuantityValue: 2.800.000 kg","QuantityValue","STE-Research-Report_Ch1.pdf","I Einleitung: Zur historischen Entwicklung der Kernkraftwerke","8","Die gleiche Wärmemenge erhält man in einem fossil beheiz￾ten Kraftwerk z.B. durch Verbrennen von etwa 2.800.000 kg Steinkohle3.","{""normalizedKey"":""QuantityValue::STE-Ch1-p8-q-mass-2800000kg"",""textValue"":""2.800.000"",""unit"":""kg"",""type"":""coal_mass_equivalent"",""approx"":true}","high"
"QuantityValue: 2.800.000 kg","QuantityValue","HAS_UNIT","kg","Unit","STE-Research-Report_Ch1.pdf","I Einleitung: Zur historischen Entwicklung der Kernkraftwerke","8","Die gleiche Wärmemenge erhält man in einem fossil beheiz￾ten Kraftwerk z.B. durch Verbrennen von etwa 2.800.000 kg Steinkohle3.","{""normalizedKey"":""Unit::kg""}","high"
"Claim: CP-1 erste selbsterhaltende nukleare Kettenreaktion","Claim","SUPPORTED_BY","I Einleitung: Zur historischen Entwicklung der Kernkraftwerke","Section","STE-Research-Report_Ch1.pdf","I Einleitung: Zur historischen Entwicklung der Kernkraftwerke","8","Einen Meilenstein in der zivilen Nutzung der Kernenergie setzten Enrico Fermi und sein Team, als sie am 2. Dez. 1942 in Chicago, USA, in dem Experiment „Chicago Pile No. 1 (CP-1)“ die erste selbsterhaltende nukleare Kettenreaktion ablaufen lie￾ßen.","{""normalizedKey"":""Claim::STE-Ch1-p8-c10"",""relevance"":""core""}","high"
"Claim: CP-1 erste selbsterhaltende nukleare Kettenreaktion","Claim","ABOUT","Enrico Fermi","Person","STE-Research-Report_Ch1.pdf","I Einleitung: Zur historischen Entwicklung der Kernkraftwerke","8","Einen Meilenstein in der zivilen Nutzung der Kernenergie setzten Enrico Fermi und sein Team, als sie am 2. Dez. 1942 in Chicago, USA, in dem Experiment „Chicago Pile No. 1 (CP-1)“ die erste selbsterhaltende nukleare Kettenreaktion ablaufen lie￾ßen.","{""normalizedKey"":""Person::Enrico Fermi""}","high"
"Claim: CP-1 erste selbsterhaltende nukleare Kettenreaktion","Claim","ABOUT","Chicago Pile No. 1 (CP-1)","Experiment","STE-Research-Report_Ch1.pdf","I Einleitung: Zur historischen Entwicklung der Kernkraftwerke","8","Einen Meilenstein in der zivilen Nutzung der Kernenergie setzten Enrico Fermi und sein Team, als sie am 2. Dez. 1942 in Chicago, USA, in dem Experiment „Chicago Pile No. 1 (CP-1)“ die erste selbsterhaltende nukleare Kettenreaktion ablaufen lie￾ßen.","{""normalizedKey"":""Experiment::Chicago Pile No. 1 (CP-1)""}","high"
"Claim: CP-1 erste selbsterhaltende nukleare Kettenreaktion","Claim","ABOUT","selbsterhaltende nukleare Kettenreaktion","Process","STE-Research-Report_Ch1.pdf","I Einleitung: Zur historischen Entwicklung der Kernkraftwerke","8","Einen Meilenstein in der zivilen Nutzung der Kernenergie setzten Enrico Fermi und sein Team, als sie am 2. Dez. 1942 in Chicago, USA, in dem Experiment „Chicago Pile No. 1 (CP-1)“ die erste selbsterhaltende nukleare Kettenreaktion ablaufen lie￾ßen.","{""normalizedKey"":""Process::selbsterhaltende nukleare Kettenreaktion""}","high"
"Claim: CP-1 erste selbsterhaltende nukleare Kettenreaktion","Claim","OCCURRED_ON","2. Dez. 1942","Date","STE-Research-Report_Ch1.pdf","I Einleitung: Zur historischen Entwicklung der Kernkraftwerke","8","Einen Meilenstein in der zivilen Nutzung der Kernenergie setzten Enrico Fermi und sein Team, als sie am 2. Dez. 1942 in Chicago, USA, in dem Experiment „Chicago Pile No. 1 (CP-1)“ die erste selbsterhaltende nukleare Kettenreaktion ablaufen lie￾ßen.","{""normalizedKey"":""Date::2. Dez. 1942""}","high"
"Claim: CP-1 erste selbsterhaltende nukleare Kettenreaktion","Claim","OCCURRED_IN","Chicago, USA","Place","STE-Research-Report_Ch1.pdf","I Einleitung: Zur historischen Entwicklung der Kernkraftwerke","8","Einen Meilenstein in der zivilen Nutzung der Kernenergie setzten Enrico Fermi und sein Team, als sie am 2. Dez. 1942 in Chicago, USA, in dem Experiment „Chicago Pile No. 1 (CP-1)“ die erste selbsterhaltende nukleare Kettenreaktion ablaufen lie￾ßen.","{""normalizedKey"":""Place::Chicago, USA""}","high"
"Claim: EBR-1 demonstrierte Umwandlung bei 0,1 Megawatt (MW)","Claim","SUPPORTED_BY","I Einleitung: Zur historischen Entwicklung der Kernkraftwerke","Section","STE-Research-Report_Ch1.pdf","I Einleitung: Zur historischen Entwicklung der Kernkraftwerke","8","Und neun Jahre später, am 20. Dez. 1951, konnte am Experimental Breeder Reactor (EBR-1) erstmals die Umwandlung von nuklearer in elektrische Energie de￾monstriert werden – auf einem Leistungsniveau von 0,1 Megawatt (MW).","{""normalizedKey"":""Claim::STE-Ch1-p8-c11"",""relevance"":""core""}","high"
"Claim: EBR-1 demonstrierte Umwandlung bei 0,1 Megawatt (MW)","Claim","ABOUT","Experimental Breeder Reactor (EBR-1)","Reactor","STE-Research-Report_Ch1.pdf","I Einleitung: Zur historischen Entwicklung der Kernkraftwerke","8","Und neun Jahre später, am 20. Dez. 1951, konnte am Experimental Breeder Reactor (EBR-1) erstmals die Umwandlung von nuklearer in elektrische Energie de￾monstriert werden – auf einem Leistungsniveau von 0,1 Megawatt (MW).","{""normalizedKey"":""Reactor::Experimental Breeder Reactor (EBR-1)""}","high"
"Claim: EBR-1 demonstrierte Umwandlung bei 0,1 Megawatt (MW)","Claim","DEMONSTRATED","Umwandlung von nuklearer in elektrische Energie","Process","STE-Research-Report_Ch1.pdf","I Einleitung: Zur historischen Entwicklung der Kernkraftwerke","8","Und neun Jahre später, am 20. Dez. 1951, konnte am Experimental Breeder Reactor (EBR-1) erstmals die Umwandlung von nuklearer in elektrische Energie de￾monstriert werden – auf einem Leistungsniveau von 0,1 Megawatt (MW).","{""normalizedKey"":""Process::Umwandlung von nuklearer in elektrische Energie""}","high"
"Claim: EBR-1 demonstrierte Umwandlung bei 0,1 Megawatt (MW)","Claim","OCCURRED_ON","20. Dez. 1951","Date","STE-Research-Report_Ch1.pdf","I Einleitung: Zur historischen Entwicklung der Kernkraftwerke","8","Und neun Jahre später, am 20. Dez. 1951, konnte am Experimental Breeder Reactor (EBR-1) erstmals die Umwandlung von nuklearer in elektrische Energie de￾monstriert werden – auf einem Leistungsniveau von 0,1 Megawatt (MW).","{""normalizedKey"":""Date::20. Dez. 1951""}","high"
"Claim: EBR-1 demonstrierte Umwandlung bei 0,1 Megawatt (MW)","Claim","HAS_VALUE","QuantityValue: 0,1 Megawatt (MW)","QuantityValue","STE-Research-Report_Ch1.pdf","I Einleitung: Zur historischen Entwicklung der Kernkraftwerke","8","Und neun Jahre später, am 20. Dez. 1951, konnte am Experimental Breeder Reactor (EBR-1) erstmals die Umwandlung von nuklearer in elektrische Energie de￾monstriert werden – auf einem Leistungsniveau von 0,1 Megawatt (MW).","{""normalizedKey"":""QuantityValue::STE-Ch1-p8-q-power-0_1MW"",""textValue"":""0,1"",""unit"":""Megawatt (MW)"",""type"":""power_level""}","high"
"QuantityValue: 0,1 Megawatt (MW)","QuantityValue","HAS_UNIT","Megawatt (MW)","Unit","STE-Research-Report_Ch1.pdf","I Einleitung: Zur historischen Entwicklung der Kernkraftwerke","8","Und neun Jahre später, am 20. Dez. 1951, konnte am Experimental Breeder Reactor (EBR-1) erstmals die Umwandlung von nuklearer in elektrische Energie de￾monstriert werden – auf einem Leistungsniveau von 0,1 Megawatt (MW).","{""normalizedKey"":""Unit::Megawatt (MW)""}","high"
"Claim: APS-1 speiste Strom ins Netz (5 MW)","Claim","SUPPORTED_BY","I Einleitung: Zur historischen Entwicklung der Kernkraftwerke","Section","STE-Research-Report_Ch1.pdf","I Einleitung: Zur historischen Entwicklung der Kernkraftwerke","8","In der da￾maligen Sowjetunion wurde in Obninsk etwa zur gleichen Zeit (1954) zum ersten Mal Strom aus einem Kernkraftwerk (APS-1) ins Netz gespeist (5 MW).","{""normalizedKey"":""Claim::STE-Ch1-p8-c12"",""relevance"":""core""}","high"
"Claim: APS-1 speiste Strom ins Netz (5 MW)","Claim","ABOUT","Kernkraftwerk (APS-1)","Facility","STE-Research-Report_Ch1.pdf","I Einleitung: Zur historischen Entwicklung der Kernkraftwerke","8","In der da￾maligen Sowjetunion wurde in Obninsk etwa zur gleichen Zeit (1954) zum ersten Mal Strom aus einem Kernkraftwerk (APS-1) ins Netz gespeist (5 MW).","{""normalizedKey"":""Facility::Kernkraftwerk (APS-1)""}","high"
"Claim: APS-1 speiste Strom ins Netz (5 MW)","Claim","OCCURRED_IN","Obninsk","Place","STE-Research-Report_Ch1.pdf","I Einleitung: Zur historischen Entwicklung der Kernkraftwerke","8","In der da￾maligen Sowjetunion wurde in Obninsk etwa zur gleichen Zeit (1954) zum ersten Mal Strom aus einem Kernkraftwerk (APS-1) ins Netz gespeist (5 MW).","{""normalizedKey"":""Place::Obninsk""}","high"
"Claim: APS-1 speiste Strom ins Netz (5 MW)","Claim","AS_OF","1954","TimePeriod","STE-Research-Report_Ch1.pdf","I Einleitung: Zur historischen Entwicklung der Kernkraftwerke","8","In der da￾maligen Sowjetunion wurde in Obninsk etwa zur gleichen Zeit (1954) zum ersten Mal Strom aus einem Kernkraftwerk (APS-1) ins Netz gespeist (5 MW).","{""normalizedKey"":""TimePeriod::1954""}","high"
"Claim: APS-1 speiste Strom ins Netz (5 MW)","Claim","HAS_VALUE","QuantityValue: 5 MW","QuantityValue","STE-Research-Report_Ch1.pdf","I Einleitung: Zur historischen Entwicklung der Kernkraftwerke","8","In der da￾maligen Sowjetunion wurde in Obninsk etwa zur gleichen Zeit (1954) zum ersten Mal Strom aus einem Kernkraftwerk (APS-1) ins Netz gespeist (5 MW).","{""normalizedKey"":""QuantityValue::STE-Ch1-p8-q-power-5MW"",""value"":5,""unit"":""MW"",""type"":""electric_power""}","high"
"QuantityValue: 5 MW","QuantityValue","HAS_UNIT","MW","Unit","STE-Research-Report_Ch1.pdf","I Einleitung: Zur historischen Entwicklung der Kernkraftwerke","8","In der da￾maligen Sowjetunion wurde in Obninsk etwa zur gleichen Zeit (1954) zum ersten Mal Strom aus einem Kernkraftwerk (APS-1) ins Netz gespeist (5 MW).","{""normalizedKey"":""Unit::MW""}","high"
"Claim: Rede „Atoms for Peace“ bewirkte Impuls","Claim","SUPPORTED_BY","I Einleitung: Zur historischen Entwicklung der Kernkraftwerke","Section","STE-Research-Report_Ch1.pdf","I Einleitung: Zur historischen Entwicklung der Kernkraftwerke","8","Einen allgemeinen Impuls zur friedlichen Nutzung der Kernenergie bewirkte US Prä￾sident Eisenhower 1953 mit seiner Rede „Atoms for Peace“.","{""normalizedKey"":""Claim::STE-Ch1-p8-c13"",""relevance"":""core""}","high"
"Claim: Rede „Atoms for Peace“ bewirkte Impuls","Claim","ABOUT","Eisenhower","Person","STE-Research-Report_Ch1.pdf","I Einleitung: Zur historischen Entwicklung der Kernkraftwerke","8","Einen allgemeinen Impuls zur friedlichen Nutzung der Kernenergie bewirkte US Prä￾sident Eisenhower 1953 mit seiner Rede „Atoms for Peace“.","{""normalizedKey"":""Person::Eisenhower""}","high"
"Claim: Rede „Atoms for Peace“ bewirkte Impuls","Claim","ABOUT","Rede „Atoms for Peace“","Event","STE-Research-Report_Ch1.pdf","I Einleitung: Zur historischen Entwicklung der Kernkraftwerke","8","Einen allgemeinen Impuls zur friedlichen Nutzung der Kernenergie bewirkte US Prä￾sident Eisenhower 1953 mit seiner Rede „Atoms for Peace“.","{""normalizedKey"":""Event::Rede „Atoms for Peace“""}","high"
"Claim: Rede „Atoms for Peace“ bewirkte Impuls","Claim","CAUSES","allgemeiner Impuls zur friedlichen Nutzung der Kernenergie","Concept","STE-Research-Report_Ch1.pdf","I Einleitung: Zur historischen Entwicklung der Kernkraftwerke","8","Einen allgemeinen Impuls zur friedlichen Nutzung der Kernenergie bewirkte US Prä￾sident Eisenhower 1953 mit seiner Rede „Atoms for Peace“.","{""normalizedKey"":""Concept::allgemeiner Impuls zur friedlichen Nutzung der Kernenergie""}","high"
"Claim: Rede „Atoms for Peace“ bewirkte Impuls","Claim","AS_OF","1953","TimePeriod","STE-Research-Report_Ch1.pdf","I Einleitung: Zur historischen Entwicklung der Kernkraftwerke","8","Einen allgemeinen Impuls zur friedlichen Nutzung der Kernenergie bewirkte US Prä￾sident Eisenhower 1953 mit seiner Rede „Atoms for Peace“.","{""normalizedKey"":""TimePeriod::1953""}","high"
"Claim: Eröffnung Calder Hall 1 mit 50 MW","Claim","SUPPORTED_BY","I Einleitung: Zur historischen Entwicklung der Kernkraftwerke","Section","STE-Research-Report_Ch1.pdf","I Einleitung: Zur historischen Entwicklung der Kernkraftwerke","8","Den Meilenstein in der kommerziellen Nutzung der Kernenergie setzten die Engländer, als Königin Elizabeth II am 17. Okt. 1956 das Kernkraftwerk Calder Hall 1 mit einer elektrischen Leistung von 50 MW eröffnete.","{""normalizedKey"":""Claim::STE-Ch1-p8-c14"",""relevance"":""core""}","high"
"Claim: Eröffnung Calder Hall 1 mit 50 MW","Claim","ABOUT","Königin Elizabeth II","Person","STE-Research-Report_Ch1.pdf","I Einleitung: Zur historischen Entwicklung der Kernkraftwerke","8","Den Meilenstein in der kommerziellen Nutzung der Kernenergie setzten die Engländer, als Königin Elizabeth II am 17. Okt. 1956 das Kernkraftwerk Calder Hall 1 mit einer elektrischen Leistung von 50 MW eröffnete.","{""normalizedKey"":""Person::Königin Elizabeth II""}","high"
"Claim: Eröffnung Calder Hall 1 mit 50 MW","Claim","ABOUT","Kernkraftwerk Calder Hall 1","Facility","STE-Research-Report_Ch1.pdf","I Einleitung: Zur historischen Entwicklung der Kernkraftwerke","8","Den Meilenstein in der kommerziellen Nutzung der Kernenergie setzten die Engländer, als Königin Elizabeth II am 17. Okt. 1956 das Kernkraftwerk Calder Hall 1 mit einer elektrischen Leistung von 50 MW eröffnete.","{""normalizedKey"":""Facility::Kernkraftwerk Calder Hall 1""}","high"
"Königin Elizabeth II","Person","OPENED","Kernkraftwerk Calder Hall 1","Facility","STE-Research-Report_Ch1.pdf","I Einleitung: Zur historischen Entwicklung der Kernkraftwerke","8","Den Meilenstein in der kommerziellen Nutzung der Kernenergie setzten die Engländer, als Königin Elizabeth II am 17. Okt. 1956 das Kernkraftwerk Calder Hall 1 mit einer elektrischen Leistung von 50 MW eröffnete.","{""normalizedKey"":""Person::Königin Elizabeth II""}","high"
"Claim: Eröffnung Calder Hall 1 mit 50 MW","Claim","OCCURRED_ON","17. Okt. 1956","Date","STE-Research-Report_Ch1.pdf","I Einleitung: Zur historischen Entwicklung der Kernkraftwerke","8","Den Meilenstein in der kommerziellen Nutzung der Kernenergie setzten die Engländer, als Königin Elizabeth II am 17. Okt. 1956 das Kernkraftwerk Calder Hall 1 mit einer elektrischen Leistung von 50 MW eröffnete.","{""normalizedKey"":""Date::17. Okt. 1956""}","high"
"Claim: Eröffnung Calder Hall 1 mit 50 MW","Claim","HAS_VALUE","QuantityValue: 50 MW","QuantityValue","STE-Research-Report_Ch1.pdf","I Einleitung: Zur historischen Entwicklung der Kernkraftwerke","8","Den Meilenstein in der kommerziellen Nutzung der Kernenergie setzten die Engländer, als Königin Elizabeth II am 17. Okt. 1956 das Kernkraftwerk Calder Hall 1 mit einer elektrischen Leistung von 50 MW eröffnete.","{""normalizedKey"":""QuantityValue::STE-Ch1-p8-q-power-50MW"",""value"":50,""unit"":""MW"",""type"":""electric_power""}","high"
"QuantityValue: 50 MW","QuantityValue","HAS_UNIT","MW","Unit","STE-Research-Report_Ch1.pdf","I Einleitung: Zur historischen Entwicklung der Kernkraftwerke","8","Den Meilenstein in der kommerziellen Nutzung der Kernenergie setzten die Engländer, als Königin Elizabeth II am 17. Okt. 1956 das Kernkraftwerk Calder Hall 1 mit einer elektrischen Leistung von 50 MW eröffnete.","{""normalizedKey"":""Unit::MW""}","high"
"Claim: 1 MeV entspricht einer Energie von 1,602•10-13 Joule (J)","Claim","SUPPORTED_BY","Fußnote 1","Footnote","STE-Research-Report_Ch1.pdf","I Einleitung: Zur historischen Entwicklung der Kernkraftwerke","7","1 1 MeV = 1 Megaelektronenvolt entspricht einer Energie von 1,602•10-13 Joule (J)","{""normalizedKey"":""Claim::STE-Ch1-p7-c15"",""relevance"":""core"",""claimType"":""definition""}","high"
"Claim: 1 MeV entspricht einer Energie von 1,602•10-13 Joule (J)","Claim","ABOUT","MeV","Unit","STE-Research-Report_Ch1.pdf","I Einleitung: Zur historischen Entwicklung der Kernkraftwerke","7","1 1 MeV = 1 Megaelektronenvolt entspricht einer Energie von 1,602•10-13 Joule (J)","{""normalizedKey"":""Unit::MeV""}","high"
"Claim: 1 MeV entspricht einer Energie von 1,602•10-13 Joule (J)","Claim","ABOUT","Megaelektronenvolt","Unit","STE-Research-Report_Ch1.pdf","I Einleitung: Zur historischen Entwicklung der Kernkraftwerke","7","1 1 MeV = 1 Megaelektronenvolt entspricht einer Energie von 1,602•10-13 Joule (J)","{""normalizedKey"":""Unit::Megaelektronenvolt""}","high"
"Claim: 1 MeV entspricht einer Energie von 1,602•10-13 Joule (J)","Claim","HAS_VALUE","QuantityValue: 1,602•10-13 Joule (J)","QuantityValue","STE-Research-Report_Ch1.pdf","I Einleitung: Zur historischen Entwicklung der Kernkraftwerke","7","1 1 MeV = 1 Megaelektronenvolt entspricht einer Energie von 1,602•10-13 Joule (J)","{""normalizedKey"":""QuantityValue::STE-Ch1-p7-q-mev-to-j"",""textValue"":""1,602•10-13"",""unit"":""Joule (J)"",""type"":""energy_equivalent""}","high"
"QuantityValue: 1,602•10-13 Joule (J)","QuantityValue","HAS_UNIT","Joule (J)","Unit","STE-Research-Report_Ch1.pdf","I Einleitung: Zur historischen Entwicklung der Kernkraftwerke","7","1 1 MeV = 1 Megaelektronenvolt entspricht einer Energie von 1,602•10-13 Joule (J)","{""normalizedKey"":""Unit::Joule (J)""}","high"
"Claim: Anteil 235U in Uran (Unat) beträgt 0,72%","Claim","SUPPORTED_BY","Fußnote 2","Footnote","STE-Research-Report_Ch1.pdf","I Einleitung: Zur historischen Entwicklung der Kernkraftwerke","7","In der Natur kommt Uran (Unat) als Isotopengemisch vor, bei dem der Anteil des leicht spaltbaren 235U nur 0,72% und der Anteil des schwer spaltbaren 238U 99,28% beträgt.","{""normalizedKey"":""Claim::STE-Ch1-p7-c16a"",""relevance"":""core""}","high"
"Claim: Anteil 235U in Uran (Unat) beträgt 0,72%","Claim","ABOUT","Uran (Unat)","Material","STE-Research-Report_Ch1.pdf","I Einleitung: Zur historischen Entwicklung der Kernkraftwerke","7","In der Natur kommt Uran (Unat) als Isotopengemisch vor, bei dem der Anteil des leicht spaltbaren 235U nur 0,72% und der Anteil des schwer spaltbaren 238U 99,28% beträgt.","{""normalizedKey"":""Material::Uran (Unat)""}","high"
"Claim: Anteil 235U in Uran (Unat) beträgt 0,72%","Claim","ABOUT","Uran-235 (235U)","Isotope","STE-Research-Report_Ch1.pdf","I Einleitung: Zur historischen Entwicklung der Kernkraftwerke","7","In der Natur kommt Uran (Unat) als Isotopengemisch vor, bei dem der Anteil des leicht spaltbaren 235U nur 0,72% und der Anteil des schwer spaltbaren 238U 99,28% beträgt.","{""normalizedKey"":""Isotope::Uran-235 (235U)""}","high"
"Claim: Anteil 235U in Uran (Unat) beträgt 0,72%","Claim","HAS_VALUE","QuantityValue: 0,72%","QuantityValue","STE-Research-Report_Ch1.pdf","I Einleitung: Zur historischen Entwicklung der Kernkraftwerke","7","In der Natur kommt Uran (Unat) als Isotopengemisch vor, bei dem der Anteil des leicht spaltbaren 235U nur 0,72% und der Anteil des schwer spaltbaren 238U 99,28% beträgt.","{""normalizedKey"":""QuantityValue::STE-Ch1-p7-q-share-0_72"",""textValue"":""0,72"",""unit"":""%"",""type"":""isotope_share""}","high"
"QuantityValue: 0,72%","QuantityValue","HAS_UNIT","%","Unit","STE-Research-Report_Ch1.pdf","I Einleitung: Zur historischen Entwicklung der Kernkraftwerke","7","In der Natur kommt Uran (Unat) als Isotopengemisch vor, bei dem der Anteil des leicht spaltbaren 235U nur 0,72% und der Anteil des schwer spaltbaren 238U 99,28% beträgt.","{""normalizedKey"":""Unit::%""}","high"
"Claim: Anteil 238U in Uran (Unat) beträgt 99,28%","Claim","SUPPORTED_BY","Fußnote 2","Footnote","STE-Research-Report_Ch1.pdf","I Einleitung: Zur historischen Entwicklung der Kernkraftwerke","7","In der Natur kommt Uran (Unat) als Isotopengemisch vor, bei dem der Anteil des leicht spaltbaren 235U nur 0,72% und der Anteil des schwer spaltbaren 238U 99,28% beträgt.","{""normalizedKey"":""Claim::STE-Ch1-p7-c16b"",""relevance"":""core""}","high"
"Claim: Anteil 238U in Uran (Unat) beträgt 99,28%","Claim","ABOUT","Uran (Unat)","Material","STE-Research-Report_Ch1.pdf","I Einleitung: Zur historischen Entwicklung der Kernkraftwerke","7","In der Natur kommt Uran (Unat) als Isotopengemisch vor, bei dem der Anteil des leicht spaltbaren 235U nur 0,72% und der Anteil des schwer spaltbaren 238U 99,28% beträgt.","{""normalizedKey"":""Material::Uran (Unat)""}","high"
"Claim: Anteil 238U in Uran (Unat) beträgt 99,28%","Claim","ABOUT","Uran-238 (238U)","Isotope","STE-Research-Report_Ch1.pdf","I Einleitung: Zur historischen Entwicklung der Kernkraftwerke","7","In der Natur kommt Uran (Unat) als Isotopengemisch vor, bei dem der Anteil des leicht spaltbaren 235U nur 0,72% und der Anteil des schwer spaltbaren 238U 99,28% beträgt.","{""normalizedKey"":""Isotope::Uran-238 (238U)"",""alias"":[""238U""]}","high"
"Claim: Anteil 238U in Uran (Unat) beträgt 99,28%","Claim","HAS_VALUE","QuantityValue: 99,28%","QuantityValue","STE-Research-Report_Ch1.pdf","I Einleitung: Zur historischen Entwicklung der Kernkraftwerke","7","In der Natur kommt Uran (Unat) als Isotopengemisch vor, bei dem der Anteil des leicht spaltbaren 235U nur 0,72% und der Anteil des schwer spaltbaren 238U 99,28% beträgt.","{""normalizedKey"":""QuantityValue::STE-Ch1-p7-q-share-99_28"",""textValue"":""99,28"",""unit"":""%"",""type"":""isotope_share""}","high"
"QuantityValue: 99,28%","QuantityValue","HAS_UNIT","%","Unit","STE-Research-Report_Ch1.pdf","I Einleitung: Zur historischen Entwicklung der Kernkraftwerke","7","In der Natur kommt Uran (Unat) als Isotopengemisch vor, bei dem der Anteil des leicht spaltbaren 235U nur 0,72% und der Anteil des schwer spaltbaren 238U 99,28% beträgt.","{""normalizedKey"":""Unit::%""}","high"
"Claim: Anreicherungsprozess erhöht 235U-Anteil im Kernbrennstoff auf etwa 3 bis 4%","Claim","SUPPORTED_BY","Fußnote 2","Footnote","STE-Research-Report_Ch1.pdf","I Einleitung: Zur historischen Entwicklung der Kernkraftwerke","8","in den meisten KKW wird der Spaltstoff-Anteil 235U im Kernbrennstoff in einem Anreicherungspro￾zess auf etwa 3 bis 4% erhöht, wobei im Gegenzug der 235U-Anteil im verbleibenden Unat auf 0,3 bis 0,25% abgereichert wird.","{""normalizedKey"":""Claim::STE-Ch1-p8-c17"",""relevance"":""core""}","high"
"Claim: Anreicherungsprozess erhöht 235U-Anteil im Kernbrennstoff auf etwa 3 bis 4%","Claim","ABOUT","Anreicherungsprozess","Process","STE-Research-Report_Ch1.pdf","I Einleitung: Zur historischen Entwicklung der Kernkraftwerke","8","in den meisten KKW wird der Spaltstoff-Anteil 235U im Kernbrennstoff in einem Anreicherungspro￾zess auf etwa 3 bis 4% erhöht, wobei im Gegenzug der 235U-Anteil im verbleibenden Unat auf 0,3 bis 0,25% abgereichert wird.","{""normalizedKey"":""Process::Anreicherungsprozess""}","high"
